id,version,master_id,excel_column_name,table_column_name,type,required,default,partner_api_key,ui_type,ui_title,ui_key,additional_key,ui_grouping,ui_field_condition,ui_field_order,can_update_stage,file_json_path,created_at,updated_at,created_by,description,example,required_stage,file_storage,length,updated_by,column_indices,effective_date,is_video_file,file_extension,upload_name,upload_definition_id
869,0,46,RISKCATEGORY,RISKCATEGORY,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,46
870,0,46,FIRSTREPAYMENTDATE,FIRSTREPAYMENTDATE,date,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,46
1069,0,46,SCHEDULESTARTDATE,SCHEDULESTARTDATE,date,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,46
2001,0,69,PARTNERCODE,PARTNERCODE,,Non Mandatory,,loanAccount.partnerCode,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2002,0,69,PRODUCTCODE,PRODUCTCODE,,Non Mandatory,,loanAccount.productCode,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2003,0,69,LOANID,LOANID,,Non Mandatory,,loanAccount.oldAccountNO,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2004,0,69,CUSTOMERID,CUSTOMERID,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2005,0,69,APPLICANTID,APPLICANTID,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2006,0,69,COAPPLICANT1ID,COAPPLICANT1ID,,Non Mandatory,,,,,,,LOAN_APPLICANT,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2007,0,69,COAPPLICANT2ID,COAPPLICANT2ID,,Non Mandatory,,,,,,,LOAN_APPLICANT,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2008,0,69,GUARANTOR1ID,GUARANTOR1ID,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2009,0,69,GUARANTOR2ID,GUARANTOR2ID,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2010,0,69,TOTALLOANAMT,TOTALLOANAMT,,Non Mandatory,,loanAccount.totalLoanAmount,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2011,0,69,LOANAMT,LOANAMT,,Non Mandatory,,loanAccount.loanAmount,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2012,0,69,LOANAPPLICATIONDATE,LOANAPPLICATIONDATE,date,Non Mandatory,,loanAccount.loanApplicationDate,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2013,0,69,INSTALMENTAMT,INSTALMENTAMT,,Non Mandatory,,loanAccount.equatedInstallmentAmount,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2014,0,69,DATEOFDISBURSEMENT,DATEOFDISBURSEMENT,date,Non Mandatory,,loanAccount.loanDisbursementDate,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2015,0,69,NUMBEROFINSTALMENTS,NUMBEROFINSTALMENTS,,Non Mandatory,,loanAccount.tenure,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2016,0,69,REPAYMENTFREQUENCY,REPAYMENTFREQUENCY,,Non Mandatory,,loanAccount.frequency,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2017,0,69,INTERESTRATE,INTERESTRATE,,Non Mandatory,,loanAccount.interestRate,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2018,0,69,PENALINTERESTRATE,PENALINTERESTRATE,,Non Mandatory,,loanAccount.customFields.penalInterestRate,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2019,0,69,DATEOFMATURITY,DATEOFMATURITY,date,Non Mandatory,,loanAccount.loanAccountAdditional.maturityDate,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2020,0,69,LOANPURPOSE1,LOANPURPOSE1,,Non Mandatory,,loanAccount.loanPurpose1,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2021,0,69,LOANPURPOSE2,LOANPURPOSE2,,Non Mandatory,,loanAccount.loanPurpose2,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2022,0,69,INSURANCEAMT,INSURANCEAMT,,Non Mandatory,,loanAccount.insuranceAmount,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2023,0,69,COLLATERALVALUE,COLLATERALVALUE,,Non Mandatory,,loanAccount.collateral.0.collateralValue,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2024,0,69,BORROWERINCOME,BORROWERINCOME,,Non Mandatory,,loanAccount.loanAccountAdditional.netIncomeOfBorrower,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2025,0,69,HOUSEHOLDINCOME,HOUSEHOLDINCOME,,Non Mandatory,,loanAccount.loanAccountAdditional.netIncomeOfHousehold,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2026,0,69,CBSCORE,CBSCORE,,Non Mandatory,,loanAccount.loanAccountAdditional.creditBureauScore,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2027,0,69,LENDER1INTERESTRATE,LENDER1INTERESTRATE,,Non Mandatory,,loanAccount.customFields.lender1InterestRate,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2028,0,69,LENDER1PENALINTERESTRATE,LENDER1PENALINTERESTRATE,,Non Mandatory,,loanAccount.customFields.lender1PenalInterestRate,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2029,0,69,UDF1,UDF1,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2030,0,69,UDF2,UDF2,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2031,0,69,UDF3,UDF3,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2032,0,69,UDF4,UDF4,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2033,0,69,UDF5,UDF5,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2034,0,69,UDF6,UDF6,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2035,0,69,UDF7,UDF7,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2036,0,69,UDF8,UDF8,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2037,0,69,UDF9,UDF9,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2038,0,69,UDF10,UDF10,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2039,0,69,UDF11,UDF11,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2040,0,69,UDF12,UDF12,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2041,0,69,UDF13,UDF13,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2042,0,69,UDF14,UDF14,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2043,0,69,UDF15,UDF15,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2044,0,69,UDF16,UDF16,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2045,0,69,UDF17,UDF17,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2046,0,69,UDF18,UDF18,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2047,0,69,UDF19,UDF19,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2048,0,69,UDF20,UDF20,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2049,0,69,FEE1,FEE1,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2050,0,69,FEE2,FEE2,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2051,0,69,FEE3,FEE3,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2052,0,69,FEE4,FEE4,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2053,0,69,FEE5,FEE5,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2054,0,69,FEE6,FEE6,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2055,0,69,FEE7,FEE7,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2056,0,69,FEE8,FEE8,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2057,0,69,FEE9,FEE9,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2058,0,69,FEE10,FEE10,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2059,0,69,FEE11,FEE11,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2060,0,69,FEE12,FEE12,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2061,0,69,FEE13,FEE13,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2062,0,69,FEE14,FEE14,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2063,0,69,FEE15,FEE15,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2064,0,69,FEE16,FEE16,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2065,0,69,FEE17,FEE17,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2066,0,69,FEE18,FEE18,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2067,0,69,FEE19,FEE19,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2068,0,69,FEE20,FEE20,,Non Mandatory,,,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2274,0,69,APPLICANTCUSTOMERID,APPLICANTCUSTOMERID,,Non Mandatory,,loanAccount.customer.oldCustomerId,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2275,0,69,APPLICANTCUSTOMERNAME,APPLICANTCUSTOMERNAME,,Non Mandatory,,loanAccount.customer.firstName,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2276,0,69,APPLICANTDATEOFBIRTH,APPLICANTDATEOFBIRTH,date,Non Mandatory,,loanAccount.customer.dateOfBirth,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2277,0,69,APPLICANTCUSTOMERGENDER,APPLICANTCUSTOMERGENDER,,Non Mandatory,,loanAccount.customer.gender,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2278,0,69,APPLICANTCUSTOMERMARITALSTATUS,APPLICANTCUSTOMERMARITALSTATUS,,Non Mandatory,,loanAccount.customer.maritalStatus,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2279,0,69,APPLICANTCUSTOMERDISTRICT,APPLICANTCUSTOMERDISTRICT,,Non Mandatory,,loanAccount.customer.district,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2280,0,69,APPLICANTCUSTOMERPINCODE,APPLICANTCUSTOMERPINCODE,,Non Mandatory,,loanAccount.customer.pincode,,,,,,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2321,0,69,COAPPLICANT1CUSTOMERID,COAPPLICANT1CUSTOMERID,,Non Mandatory,,,,,,,LOAN_APPLICANT,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2322,0,69,COAPPLICANT1NAME,COAPPLICANT1NAME,,Non Mandatory,,,,,,,LOAN_APPLICANT,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2323,0,69,COAPPLICANT1DATEOFBIRTH,COAPPLICANT1DATEOFBIRTH,date,Non Mandatory,,,,,,,LOAN_APPLICANT,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2324,0,69,COAPPLICANT1GENDER,COAPPLICANT1DATEOFBIRTH,,Non Mandatory,,,,,,,LOAN_APPLICANT,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
2325,0,69,COAPPLICANT1MARITALSTATUS,COAPPLICANT1MARITALSTATUS,,Non Mandatory,,,,,,,LOAN_APPLICANT,,,,,2024-03-07 19:04:42,,,,,,,,,,,0.0,,Individual Loan Upload v3,69
